学号,薪资大小,地区水平A,地区水平B,地区水平C,地区水平D,地区水平E,地区水平F,相对高,相对中,相对低
13395472,0,0,0,0,0,0,0,0,0,0
13428960,0,0,0,0,0,0,0,0,0,0
13462624,0,0,0,0,0,0,0,0,0,0
13463207,0,0,0,0,0,0,0,0,0,0
13464763,0,0,0,0,0,0,0,0,0,0
13471299,0.822429907,1,0,0,0,0,0,1,0,0
13529984,0,0,0,0,0,0,0,0,0,0
13579792,0.598130841,1,0,0,0,0,0,0,1,0
13621496,0.386292835,0,1,0,0,0,0,0,1,0
13623131,0,0,0,0,0,0,0,0,0,0
13629095,0,0,0,0,0,0,0,0,0,0
13629596,0,0,0,0,0,0,0,0,0,0
13634924,0,0,0,0,0,0,0,0,0,0
13642973,0.666666667,1,0,0,0,0,0,0,1,0
13662287,0,0,0,0,0,0,0,0,0,0
13669322,0,0,0,0,0,0,0,0,0,0
13691474,0,0,0,0,0,0,0,0,0,0
13692007,0.256341789,1,0,0,0,0,0,0,0,1
13721809,0,0,0,0,0,0,0,0,0,0
13722909,0.743509865,1,0,0,0,0,0,0,1,0
13729119,0,0,0,0,0,0,0,0,0,0
13736971,0,0,0,0,0,0,0,0,0,0
13742991,0,0,0,0,0,0,0,0,0,0
13773219,0,0,0,0,0,0,0,0,0,0
13792413,0,0,0,0,0,0,0,0,0,0
13794632,0.666666667,1,0,0,0,0,0,0,1,0
13798922,0,0,0,0,0,0,0,0,0,0
13800114,0,0,0,0,0,0,0,0,0,0
13821417,0.256341789,0,0,1,0,0,0,0,0,1
13822162,0,0,0,0,0,0,0,0,0,0
13828869,0.598130841,1,0,0,0,0,0,0,1,0
13860979,0,0,0,0,0,0,0,0,0,0
13871132,0,0,0,0,0,0,0,0,0,0
13903217,0.256341789,0,0,1,0,0,0,0,0,1
13907327,0,0,0,0,0,0,0,0,0,0
13914379,0,0,0,0,0,0,0,0,0,0
13917720,0.174454829,1,0,0,0,0,0,0,0,1
13920338,0,0,0,0,0,0,0,0,0,0
13920426,0,0,0,0,0,0,0,0,0,0
13922312,0,0,0,0,0,0,0,0,0,0
13922793,0,0,0,0,0,0,0,0,0,0
13928919,0,0,0,0,0,0,0,0,0,0
13933928,0,0,0,0,0,0,0,0,0,0
13939289,0,0,0,0,0,0,0,0,0,0
13964206,0.174454829,0,0,1,0,0,0,0,0,1
13978641,0,0,0,0,0,0,0,0,0,0
13979797,0.598130841,1,0,0,0,0,0,0,1,0
13983238,0,0,0,0,0,0,0,0,0,0
13992341,0,0,0,0,0,0,0,0,0,0
14011239,0.386292835,1,0,0,0,0,0,0,1,0
14079123,0,0,0,0,0,0,0,0,0,0
14123442,0.174454829,1,0,0,0,0,0,0,0,1
14124274,0,0,0,0,0,0,0,0,0,0
14126921,0.735202492,1,0,0,0,0,0,0,1,0
14129312,0,0,0,0,0,0,0,0,0,0
14179142,0.256341789,0,1,0,0,0,0,0,0,1
14192248,0.386292835,1,0,0,0,0,0,0,1,0
14206722,0,0,0,0,0,0,0,0,0,0
14212968,0,0,0,0,0,0,0,0,0,0
14219992,0.256341789,1,0,0,0,0,0,0,0,1
14223490,0.245660881,1,0,0,0,0,0,0,0,1
14232342,0,0,0,0,0,0,0,0,0,0
14238902,0,0,0,0,0,0,0,0,0,0
14239298,0,0,0,0,0,0,0,0,0,0
14266228,0.598130841,1,0,0,0,0,0,0,1,0
14269232,0.256341789,1,0,0,0,0,0,0,0,1
14283322,0.323987539,1,0,0,0,0,0,0,1,0
14284812,0,0,0,0,0,0,0,0,0,0
14291914,0,0,0,0,0,0,0,0,0,0
14299216,0.498442367,1,0,0,0,0,0,0,1,0
14309221,0.85046729,1,0,0,0,0,0,1,0,0
14311489,0.598130841,1,0,0,0,0,0,0,1,0
14332231,0,0,0,0,0,0,0,0,0,0
14332942,0.735202492,1,0,0,0,0,0,0,1,0
14336434,0,0,0,0,0,0,0,0,0,0
14343062,0.77258567,1,0,0,0,0,0,1,0,0
14344222,0,0,0,0,0,0,0,0,0,0
14392696,0,0,0,0,0,0,0,0,0,0
14422942,0.121495327,0,0,1,0,0,0,0,0,1
14461833,0,0,0,0,0,0,0,0,0,0
14462828,0,0,0,0,0,0,0,0,0,0
14481621,0.598130841,1,0,0,0,0,0,0,1,0
14494122,0,0,0,0,0,0,0,0,0,0
14498633,0,0,0,0,0,0,0,0,0,0
14622284,0,0,0,0,0,0,0,0,0,0
14632429,0.256341789,1,0,0,0,0,0,0,0,1
14698721,0,0,0,0,0,0,0,0,0,0
14782814,0,0,0,0,0,0,0,0,0,0
14787291,0,0,0,0,0,0,0,0,0,0
14797142,0,0,0,0,0,0,0,0,0,0
14892035,0.498442367,0,1,0,0,0,0,0,1,0
14928114,0,0,0,0,0,0,0,0,0,0
14929934,0.598130841,1,0,0,0,0,0,0,1,0
14933024,0,0,0,0,0,0,0,0,0,0
14968826,0,0,0,0,0,0,0,0,0,0
14973119,0.174454829,0,0,1,0,0,0,0,0,1
14973392,0,0,0,0,0,0,0,0,0,0
14993225,0.323987539,1,0,0,0,0,0,0,1,0
15126216,0.386292835,0,1,0,0,0,0,0,1,0
15223692,0,0,0,0,0,0,0,0,0,0
15233639,0,0,0,0,0,0,0,0,0,0
15298222,0.386292835,1,0,0,0,0,0,0,1,0
15419429,0,0,0,0,0,0,0,0,0,0
15423329,0,0,0,0,0,0,0,0,0,0
15792983,0.256341789,1,0,0,0,0,0,0,0,1
15919283,0,0,0,0,0,0,0,0,0,0
15920980,0,0,0,0,0,0,0,0,0,0
16083183,0,0,0,0,0,0,0,0,0,0
16102662,0,0,0,0,0,0,0,0,0,0
16118433,0,0,0,0,0,0,0,0,0,0
16129242,0.386292835,1,0,0,0,0,0,0,1,0
16133188,0,0,0,0,0,0,0,0,0,0
16149242,0.598130841,1,0,0,0,0,0,0,1,0
16162677,0,0,0,0,0,0,0,0,0,0
16169272,0,0,0,0,0,0,0,0,0,0
16192212,0,0,0,0,0,0,0,0,0,0
16196973,0,0,0,0,0,0,0,0,0,0
16202224,0.598130841,1,0,0,0,0,0,0,1,0
16207292,0.498442367,1,0,0,0,0,0,0,1,0
16208219,0,0,0,0,0,0,0,0,0,0
16219953,0.666666667,1,0,0,0,0,0,0,1,0
16223736,0,0,0,0,0,0,0,0,0,0
16228098,0.735202492,1,0,0,0,0,0,0,1,0
16231279,0,0,0,0,0,0,0,0,0,0
16231377,0.77258567,1,0,0,0,0,0,1,0,0
16232131,0.386292835,0,1,0,0,0,0,0,1,0
16236020,0,0,0,0,0,0,0,0,0,0
16243226,0,0,0,0,0,0,0,0,0,0
16282429,0,0,0,0,0,0,0,0,0,0
16296924,0.897196262,1,0,0,0,0,0,1,0,0
16338499,0,0,0,0,0,0,0,0,0,0
16362162,0.256341789,1,0,0,0,0,0,0,0,1
16362391,0,0,0,0,0,0,0,0,0,0
16380280,0.386292835,1,0,0,0,0,0,0,1,0
16382176,0.598130841,1,0,0,0,0,0,0,1,0
16382991,0,0,0,0,0,0,0,0,0,0
16384332,0,0,0,0,0,0,0,0,0,0
16386108,0.598130841,1,0,0,0,0,0,0,1,0
16390083,0.660436137,0,0,0,0,1,0,1,0,0
16409129,0,0,0,0,0,0,0,0,0,0
16423227,0,0,0,0,0,0,0,0,0,0
16424101,0,0,0,0,0,0,0,0,0,0
16439231,0,0,0,0,0,0,0,0,0,0
16609192,0.598130841,1,0,0,0,0,0,0,1,0
16628042,0.598130841,1,0,0,0,0,0,0,1,0
16684917,0,0,0,0,0,0,0,0,0,0
16692280,0.666666667,1,0,0,0,0,0,0,1,0
16728947,0,0,0,0,0,0,0,0,0,0
16748229,0,0,0,0,0,0,0,0,0,0
16762919,0,0,0,0,0,0,0,0,0,0
16762940,0,0,0,0,0,0,0,0,0,0
16769742,0,0,0,0,0,0,0,0,0,0
16782487,0,0,0,0,0,0,0,0,0,0
16824932,0,0,0,0,0,0,0,0,0,0
16832383,0,0,0,0,0,0,0,0,0,0
16869963,0.598130841,1,0,0,0,0,0,0,1,0
16895281,0.498442367,1,0,0,0,0,0,0,1,0
16910281,0,0,0,0,0,0,0,0,0,0
16921733,0,0,0,0,0,0,0,0,0,0
16921773,0.710280374,1,0,0,0,0,0,0,1,0
16932311,0,0,0,0,0,0,0,0,0,0
16936362,0.822429907,1,0,0,0,0,0,1,0,0
16977986,0,0,0,0,0,0,0,0,0,0
16982198,0.448598131,0,1,0,0,0,0,0,1,0
16982891,0,0,0,0,0,0,0,0,0,0
16984974,0,0,0,0,0,0,0,0,0,0
16986230,0,0,0,0,0,0,0,0,0,0
16993292,0,0,0,0,0,0,0,0,0,0
17009389,0,0,0,0,0,0,0,0,0,0
17020822,0.130841121,1,0,0,0,0,0,0,0,1
17112711,0.386292835,1,0,0,0,0,0,0,1,0
17119287,0,0,0,0,0,0,0,0,0,0
17131720,0,0,0,0,0,0,0,0,0,0
17132997,0,0,0,0,0,0,0,0,0,0
17143323,0,0,0,0,0,0,0,0,0,0
17144772,0.261682243,1,0,0,0,0,0,0,0,1
17167133,0.822429907,1,0,0,0,0,0,1,0,0
17178413,0.598130841,1,0,0,0,0,0,0,1,0
17186292,0,0,0,0,0,0,0,0,0,0
17188019,0,0,0,0,0,0,0,0,0,0
17199392,0,0,0,0,0,0,0,0,0,0
17213967,0,0,0,0,0,0,0,0,0,0
17217673,0,0,0,0,0,0,0,0,0,0
17222539,0,0,0,0,0,0,0,0,0,0
17222912,0.666666667,1,0,0,0,0,0,0,1,0
17262200,0,0,0,0,0,0,0,0,0,0
17279012,0,0,0,0,0,0,0,0,0,0
17292729,0.386292835,1,0,0,0,0,0,0,1,0
17321234,0.234979973,1,0,0,0,0,0,0,0,1
17332169,0,0,0,0,0,0,0,0,0,0
17334919,0,0,0,0,0,0,0,0,0,0
17343122,0.386292835,1,0,0,0,0,0,0,1,0
17347217,0,0,0,0,0,0,0,0,0,0
17392462,0,0,0,0,0,0,0,0,0,0
17398191,0.77258567,1,0,0,0,0,0,1,0,0
17400134,0,0,0,0,0,0,0,0,0,0
17411728,0.598130841,1,0,0,0,0,0,0,1,0
17429411,0,0,0,0,0,0,0,0,0,0
17441710,0,0,0,0,0,0,0,0,0,0
17462296,0,0,0,0,0,0,0,0,0,0
17487927,0,0,0,0,0,0,0,0,0,0
17630337,0,0,0,0,0,0,0,0,0,0
17634295,0.386292835,0,1,0,0,0,0,0,1,0
17641698,0,0,0,0,0,0,0,0,0,0
17711028,0,0,0,0,0,0,0,0,0,0
17711292,0,0,0,0,0,0,0,0,0,0
17723188,0.498442367,1,0,0,0,0,0,0,1,0
17724962,0,0,0,0,0,0,0,0,0,0
17772963,0,0,0,0,0,0,0,0,0,0
17800824,0.598130841,1,0,0,0,0,0,0,1,0
17816793,0,0,0,0,0,0,0,0,0,0
17822117,0,0,0,0,0,0,0,0,0,0
17837420,0,0,0,0,0,0,0,0,0,0
17864429,0.386292835,0,1,0,0,0,0,0,1,0
17869294,0,0,0,0,0,0,0,0,0,0
17912992,0,0,0,0,0,0,0,0,0,0
17923227,0,0,0,0,0,0,0,0,0,0
17932292,0,0,0,0,0,0,0,0,0,0
17932376,0,0,0,0,0,0,0,0,0,0
17941391,0.174454829,1,0,0,0,0,0,0,0,1
18083133,0,0,0,0,0,0,0,0,0,0
18114082,0,0,0,0,0,0,0,0,0,0
18114238,0,0,0,0,0,0,0,0,0,0
18116249,0,0,0,0,0,0,0,0,0,0
18119918,0,0,0,0,0,0,0,0,0,0
18128608,0,0,0,0,0,0,0,0,0,0
18139479,0,0,0,0,0,0,0,0,0,0
18141894,0,0,0,0,0,0,0,0,0,0
18142392,0,0,0,0,0,0,0,0,0,0
18144431,0.473520249,1,0,0,0,0,0,0,1,0
18152284,0,0,0,0,0,0,0,0,0,0
18192827,0.323987539,1,0,0,0,0,0,0,1,0
18207299,0,0,0,0,0,0,0,0,0,0
18229222,0,0,0,0,0,0,0,0,0,0
18237843,0,0,0,0,0,0,0,0,0,0
18262338,0.598130841,1,0,0,0,0,0,0,1,0
18268278,0,0,0,0,0,0,0,0,0,0
18279171,0,0,0,0,0,0,0,0,0,0
18289035,0.323987539,1,0,0,0,0,0,0,1,0
18297288,0,0,0,0,0,0,0,0,0,0
18311272,0.174454829,1,0,0,0,0,0,0,0,1
18318440,0.174454829,0,0,1,0,0,0,0,0,1
18319892,0.473520249,1,0,0,0,0,0,0,1,0
18327920,0,0,0,0,0,0,0,0,0,0
18383820,0,0,0,0,0,0,0,0,0,0
18386234,0,0,0,0,0,0,0,0,0,0
18390992,0,0,0,0,0,0,0,0,0,0
18439922,0.605607477,1,0,0,0,0,0,0,1,0
18487398,0.256341789,1,0,0,0,0,0,0,0,1
18600927,0,0,0,0,0,0,0,0,0,0
18688960,0.85046729,1,0,0,0,0,0,1,0,0
18717917,0,0,0,0,0,0,0,0,0,0
18729962,0,0,0,0,0,0,0,0,0,0
18733992,0,0,0,0,0,0,0,0,0,0
18736891,0,0,0,0,0,0,0,0,0,0
18769130,0.710280374,1,0,0,0,0,0,0,1,0
18792217,0.174454829,1,0,0,0,0,0,0,0,1
18799097,0,0,0,0,0,0,0,0,0,0
18822420,0,0,0,0,0,0,0,0,0,0
18859962,0,0,0,0,0,0,0,0,0,0
18890229,0.386292835,1,0,0,0,0,0,0,1,0
18899319,0,0,0,0,0,0,0,0,0,0
18913497,0.386292835,1,0,0,0,0,0,0,1,0
18918390,0.256341789,1,0,0,0,0,0,0,0,1
18918829,0,0,0,0,0,0,0,0,0,0
18925704,0,0,0,0,0,0,0,0,0,0
18927630,0,0,0,0,0,0,0,0,0,0
18937238,0.256341789,1,0,0,0,0,0,0,0,1
18948272,0.841121495,1,0,0,0,0,0,1,0,0
18957329,0.498442367,1,0,0,0,0,0,0,1,0
18977429,0,0,0,0,0,0,0,0,0,0
18987262,0.174454829,0,0,0,0,1,0,0,0,1
18991929,0,0,0,0,0,0,0,0,0,0
19006142,0,0,0,0,0,0,0,0,0,0
19026840,0.386292835,0,0,0,1,0,0,0,1,0
19031329,0,0,0,0,0,0,0,0,0,0
19113092,0,0,0,0,0,0,0,0,0,0
19121124,0.598130841,1,0,0,0,0,0,0,1,0
19121229,0,0,0,0,0,0,0,0,0,0
19121619,0,0,0,0,0,0,0,0,0,0
19122939,0,0,0,0,0,0,0,0,0,0
19123413,0,0,0,0,0,0,0,0,0,0
19129711,0.234979973,0,0,0,1,0,0,0,1,0
19132372,0.598130841,0,1,0,0,0,0,0,1,0
19132964,0,0,0,0,0,0,0,0,0,0
19137196,0,0,0,0,0,0,0,0,0,0
19142212,0,0,0,0,0,0,0,0,0,0
19142219,0,0,0,0,0,0,0,0,0,0
19149894,0,0,0,0,0,0,0,0,0,0
19154943,0.498442367,1,0,0,0,0,0,0,1,0
19171370,0,0,0,0,0,0,0,0,0,0
19172173,0,0,0,0,0,0,0,0,0,0
19179532,0,0,0,0,0,0,0,0,0,0
19181626,0,0,0,0,0,0,0,0,0,0
19184339,0,0,0,0,0,0,0,0,0,0
19196574,0.735202492,1,0,0,0,0,0,0,1,0
19198913,0.355140187,0,1,0,0,0,0,0,1,0
19210632,0,0,0,0,0,0,0,0,0,0
19212958,0,0,0,0,0,0,0,0,0,0
19221214,0,0,0,0,0,0,0,0,0,0
19222071,0,0,0,0,0,0,0,0,0,0
19222621,0.256341789,1,0,0,0,0,0,0,0,1
19224476,0,0,0,0,0,0,0,0,0,0
19230312,0,0,0,0,0,0,0,0,0,0
19244134,0,0,0,0,0,0,0,0,0,0
19249831,0,0,0,0,0,0,0,0,0,0
19269744,0,0,0,0,0,0,0,0,0,0
19276242,0.598130841,1,0,0,0,0,0,0,1,0
19282986,0,0,0,0,0,0,0,0,0,0
19283777,0,0,0,0,0,0,0,0,0,0
19292624,0,0,0,0,0,0,0,0,0,0
19293633,0.666666667,1,0,0,0,0,0,0,1,0
19294224,0,0,0,0,0,0,0,0,0,0
19312961,0,0,0,0,0,0,0,0,0,0
19318826,0,0,0,0,0,0,0,0,0,0
19321909,0,0,0,0,0,0,0,0,0,0
19323141,0,0,0,0,0,0,0,0,0,0
19329717,0,0,0,0,0,0,0,0,0,0
19332092,0,0,0,0,0,0,0,0,0,0
19362917,0.498442367,1,0,0,0,0,0,0,1,0
19369232,0,0,0,0,0,0,0,0,0,0
19369266,0,0,0,0,0,0,0,0,0,0
19372710,0,0,0,0,0,0,0,0,0,0
19393172,0.256341789,0,0,0,1,0,0,0,1,0
19393332,0,0,0,0,0,0,0,0,0,0
19395222,0.386292835,1,0,0,0,0,0,0,1,0
19395714,0,0,0,0,0,0,0,0,0,0
19417999,0,0,0,0,0,0,0,0,0,0
19422483,0,0,0,0,0,0,0,0,0,0
19433213,0,0,0,0,0,0,0,0,0,0
19470481,0.199376947,0,1,0,0,0,0,0,0,1
19470974,0.386292835,1,0,0,0,0,0,0,1,0
19483973,0,0,0,0,0,0,0,0,0,0
19494238,0,0,0,0,0,0,0,0,0,0
19497852,0.323987539,0,0,0,0,1,0,0,1,0
19599317,0,0,0,0,0,0,0,0,0,0
19622037,0.386292835,1,0,0,0,0,0,0,1,0
19622681,0,0,0,0,0,0,0,0,0,0
19632738,0,0,0,0,0,0,0,0,0,0
19642216,0,0,0,0,0,0,0,0,0,0
19657193,0.174454829,0,0,0,0,0,1,0,1,0
19673227,0,0,0,0,0,0,0,0,0,0
19681079,0,0,0,0,0,0,0,0,0,0
19694172,0.386292835,0,1,0,0,0,0,0,1,0
19703264,0.86728972,1,0,0,0,0,0,1,0,0
19703316,0.77258567,1,0,0,0,0,0,1,0,0
19723720,0,0,0,0,0,0,0,0,0,0
19729972,0,0,0,0,0,0,0,0,0,0
19789158,0,0,0,0,0,0,0,0,0,0
19789972,0,0,0,0,0,0,0,0,0,0
19795019,0.234979973,1,0,0,0,0,0,0,0,1
19795919,0.598130841,1,0,0,0,0,0,0,1,0
19798984,0.234979973,0,0,0,0,1,0,0,0,1
19799281,0,0,0,0,0,0,0,0,0,0
19809294,0,0,0,0,0,0,0,0,0,0
19817784,0,0,0,0,0,0,0,0,0,0
19818229,0,0,0,0,0,0,0,0,0,0
19824123,0,0,0,0,0,0,0,0,0,0
19824336,0,0,0,0,0,0,0,0,0,0
19891390,0,0,0,0,0,0,0,0,0,0
19892292,0,0,0,0,0,0,0,0,0,0
19892346,0,0,0,0,0,0,0,0,0,0
19892703,0,0,0,0,0,0,0,0,0,0
19893747,0,0,0,0,0,0,0,0,0,0
19904188,0,0,0,0,0,0,0,0,0,0
19910318,0,0,0,0,0,0,0,0,0,0
19916324,0,0,0,0,0,0,0,0,0,0
19921343,0,0,0,0,0,0,0,0,0,0
19936714,0.523364486,1,0,0,0,0,0,0,1,0
19937383,0,0,0,0,0,0,0,0,0,0
19939712,0.256341789,1,0,0,0,0,0,0,0,1
19943927,0,0,0,0,0,0,0,0,0,0
19983420,0,0,0,0,0,0,0,0,0,0
19991352,0,0,0,0,0,0,0,0,0,0
19996417,0.498442367,1,0,0,0,0,0,0,1,0
20082104,0,0,0,0,0,0,0,0,0,0
20092871,0.386292835,1,0,0,0,0,0,0,1,0
20119124,0.735202492,1,0,0,0,0,0,0,1,0
20120192,0,0,0,0,0,0,0,0,0,0
20128463,0.256341789,1,0,0,0,0,0,0,0,1
20133362,0,0,0,0,0,0,0,0,0,0
20162826,0,0,0,0,0,0,0,0,0,0
20178622,0.598130841,1,0,0,0,0,0,0,1,0
20222241,0.174454829,1,0,0,0,0,0,0,0,1
20229138,0.77258567,1,0,0,0,0,0,1,0,0
20244380,0,0,0,0,0,0,0,0,0,0
20273918,0,0,0,0,0,0,0,0,0,0
20293113,0,0,0,0,0,0,0,0,0,0
20297279,0.323987539,1,0,0,0,0,0,0,1,0
20300616,0,0,0,0,0,0,0,0,0,0
20316816,0,0,0,0,0,0,0,0,0,0
20321997,0.323987539,1,0,0,0,0,0,0,1,0
20323221,0.323987539,1,0,0,0,0,0,0,1,0
20329158,0.386292835,0,1,0,0,0,0,0,1,0
20329413,0,0,0,0,0,0,0,0,0,0
20366216,0.841121495,1,0,0,0,0,0,1,0,0
20381292,0,0,0,0,0,0,0,0,0,0
20382111,0,0,0,0,0,0,0,0,0,0
20413647,0.256341789,1,0,0,0,0,0,0,0,1
20421923,0.46105919,1,0,0,0,0,0,0,1,0
20499384,0.174454829,0,0,0,0,1,0,0,0,1
20621028,0,0,0,0,0,0,0,0,0,0
20667843,0.256341789,1,0,0,0,0,0,0,0,1
20689232,0.386292835,1,0,0,0,0,0,0,1,0
20722192,0,0,0,0,0,0,0,0,0,0
20724949,0,0,0,0,0,0,0,0,0,0
20749228,0,0,0,0,0,0,0,0,0,0
20792123,0.174454829,1,0,0,0,0,0,0,0,1
20840969,0.710280374,0,1,0,0,0,0,1,0,0
20883633,0.498442367,1,0,0,0,0,0,0,1,0
20887242,0,0,0,0,0,0,0,0,0,0
20894430,0,0,0,0,0,0,0,0,0,0
20927212,0.822429907,0,0,0,0,1,0,1,0,0
20962461,0.598130841,1,0,0,0,0,0,0,1,0
20962997,0,0,0,0,0,0,0,0,0,0
20979031,0,0,0,0,0,0,0,0,0,0
20979828,0,0,0,0,0,0,0,0,0,0
21023234,0,0,0,0,0,0,0,0,0,0
21066206,0,0,0,0,0,0,0,0,0,0
21072298,0,0,0,0,0,0,0,0,0,0
21092166,0.735202492,1,0,0,0,0,0,0,1,0
21092913,0.299065421,1,0,0,0,0,0,0,1,0
21093423,0.386292835,1,0,0,0,0,0,0,1,0
21095316,0,0,0,0,0,0,0,0,0,0
21101268,0,0,0,0,0,0,0,0,0,0
21109014,0,0,0,0,0,0,0,0,0,0
21114402,0,0,0,0,0,0,0,0,0,0
21114492,0,0,0,0,0,0,0,0,0,0
21122234,0,0,0,0,0,0,0,0,0,0
21124827,0,0,0,0,0,0,0,0,0,0
21128371,0,0,0,0,0,0,0,0,0,0
21138216,0,0,0,0,0,0,0,0,0,0
21138360,0.498442367,1,0,0,0,0,0,0,1,0
21142292,0,0,0,0,0,0,0,0,0,0
21149121,0,0,0,0,0,0,0,0,0,0
21149922,0,0,0,0,0,0,0,0,0,0
21162373,0,0,0,0,0,0,0,0,0,0
21190293,0.256341789,1,0,0,0,0,0,0,0,1
21196449,0,0,0,0,0,0,0,0,0,0
21210489,0,0,0,0,0,0,0,0,0,0
21221716,0.498442367,1,0,0,0,0,0,0,1,0
21222992,0.598130841,1,0,0,0,0,0,0,1,0
21224958,0,0,0,0,0,0,0,0,0,0
21229191,0,0,0,0,0,0,0,0,0,0
21229220,0,0,0,0,0,0,0,0,0,0
21232398,0.323987539,1,0,0,0,0,0,0,1,0
21233648,0.323987539,1,0,0,0,0,0,0,1,0
21233991,0.666666667,1,0,0,0,0,0,0,1,0
21237919,0.498442367,1,0,0,0,0,0,0,1,0
21237922,0,0,0,0,0,0,0,0,0,0
21248642,0.245660881,0,1,0,0,0,0,0,0,1
21262962,0,0,0,0,0,0,0,0,0,0
21264621,0.498442367,1,0,0,0,0,0,0,1,0
21271792,0.635514019,0,1,0,0,0,0,0,1,0
21272276,0.822429907,1,0,0,0,0,0,1,0,0
21277778,0,0,0,0,0,0,0,0,0,0
21281232,0,0,0,0,0,0,0,0,0,0
21281241,0,0,0,0,0,0,0,0,0,0
21284496,0,0,0,0,0,0,0,0,0,0
21288934,0.822429907,0,0,0,0,1,0,1,0,0
21289165,0,0,0,0,0,0,0,0,0,0
21289709,0.889719626,1,0,0,0,0,0,1,0,0
21291139,0.598130841,1,0,0,0,0,0,0,1,0
21291832,0.256341789,1,0,0,0,0,0,0,0,1
21296222,0,0,0,0,0,0,0,0,0,0
21298290,0,0,0,0,0,0,0,0,0,0
21300180,0.256341789,0,1,0,0,0,0,0,0,1
21301381,0.598130841,1,0,0,0,0,0,0,1,0
21303906,0,0,0,0,0,0,0,0,0,0
21311392,0,0,0,0,0,0,0,0,0,0
21323212,0,0,0,0,0,0,0,0,0,0
21324429,0.256341789,1,0,0,0,0,0,0,0,1
21327928,0,0,0,0,0,0,0,0,0,0
21328690,0,0,0,0,0,0,0,0,0,0
21373921,0,0,0,0,0,0,0,0,0,0
21384973,0.323987539,0,0,0,1,0,0,0,1,0
21392127,0,0,0,0,0,0,0,0,0,0
21392220,0,0,0,0,0,0,0,0,0,0
21393127,0.112149533,1,0,0,0,0,0,0,0,1
21398722,0,0,0,0,0,0,0,0,0,0
21402029,0.598130841,1,0,0,0,0,0,0,1,0
21407996,0,0,0,0,0,0,0,0,0,0
21422286,0.822429907,1,0,0,0,0,0,1,0,0
21422993,0,0,0,0,0,0,0,0,0,0
21437329,0.323987539,0,1,0,0,0,0,0,1,0
21443984,0,0,0,0,0,0,0,0,0,0
21471621,0.666666667,1,0,0,0,0,0,0,1,0
21473903,0,0,0,0,0,0,0,0,0,0
21488979,0.323987539,1,0,0,0,0,0,0,1,0
21496219,0,0,0,0,0,0,0,0,0,0
21527923,0,0,0,0,0,0,0,0,0,0
21532699,0,0,0,0,0,0,0,0,0,0
21622941,0,0,0,0,0,0,0,0,0,0
21624794,0.256341789,1,0,0,0,0,0,0,0,1
21632224,0,0,0,0,0,0,0,0,0,0
21640229,0.86728972,1,0,0,0,0,0,1,0,0
21643100,0.613084112,1,0,0,0,0,0,0,1,0
21646091,0.666666667,1,0,0,0,0,0,0,1,0
21665239,0,0,0,0,0,0,0,0,0,0
21667299,0,0,0,0,0,0,0,0,0,0
21727342,0.598130841,1,0,0,0,0,0,0,1,0
21732179,0,0,0,0,0,0,0,0,0,0
21739714,0,0,0,0,0,0,0,0,0,0
21746894,0,0,0,0,0,0,0,0,0,0
21772983,0,0,0,0,0,0,0,0,0,0
21781299,0,0,0,0,0,0,0,0,0,0
21782479,0.256341789,0,0,0,1,0,0,0,1,0
21791321,0.598130841,1,0,0,0,0,0,0,1,0
21792709,0,0,0,0,0,0,0,0,0,0
21793810,0,0,0,0,0,0,0,0,0,0
21814171,0,0,0,0,0,0,0,0,0,0
21819203,0,0,0,0,0,0,0,0,0,0
21822996,0,0,0,0,0,0,0,0,0,0
21823292,0,0,0,0,0,0,0,0,0,0
21833026,0.386292835,1,0,0,0,0,0,0,1,0
21833224,0,0,0,0,0,0,0,0,0,0
21848811,0.598130841,1,0,0,0,0,0,0,1,0
21864360,0,0,0,0,0,0,0,0,0,0
21871082,0,0,0,0,0,0,0,0,0,0
21872370,0.598130841,0,0,1,0,0,0,0,1,0
21878929,0,0,0,0,0,0,0,0,0,0
21892774,0,0,0,0,0,0,0,0,0,0
21902895,0,0,0,0,0,0,0,0,0,0
21903941,0,0,0,0,0,0,0,0,0,0
21906689,0.386292835,1,0,0,0,0,0,0,1,0
21907192,0.874766355,1,0,0,0,0,0,1,0,0
21908222,0,0,0,0,0,0,0,0,0,0
21912912,0,0,0,0,0,0,0,0,0,0
21916672,0,0,0,0,0,0,0,0,0,0
21919949,0,0,0,0,0,0,0,0,0,0
21920942,0,0,0,0,0,0,0,0,0,0
21922227,0,0,0,0,0,0,0,0,0,0
21922870,0.735202492,1,0,0,0,0,0,0,1,0
21922911,0,0,0,0,0,0,0,0,0,0
21929286,0,0,0,0,0,0,0,0,0,0
21929664,0,0,0,0,0,0,0,0,0,0
21929999,0,0,0,0,0,0,0,0,0,0
21932421,0.386292835,1,0,0,0,0,0,0,1,0
21933113,0,0,0,0,0,0,0,0,0,0
21934492,0,0,0,0,0,0,0,0,0,0
21935232,0,0,0,0,0,0,0,0,0,0
21944932,0,0,0,0,0,0,0,0,0,0
21956297,0.598130841,1,0,0,0,0,0,0,1,0
21961733,0,0,0,0,0,0,0,0,0,0
21962321,0,0,0,0,0,0,0,0,0,0
21963232,0,0,0,0,0,0,0,0,0,0
21972209,0.256341789,0,1,0,0,0,0,0,0,1
21982380,0.256341789,0,0,0,1,0,0,0,1,0
21991618,0,0,0,0,0,0,0,0,0,0
